%% Expected Wait Time

@relation expected_wait_time

@attribute processName {Expense}
@attribute category {Airfare,Mobile,CarRental,Food}
@attribute amount numeric
@attribute hasAttachment {TRUE,FALSE}
@attribute priority numeric
@attribute outcome numeric

@data
Expense,Mobile,267858,TRUE,2,8
Expense,Mobile,81902,TRUE,3,6
Expense,Food,143199,TRUE,1,3
Expense,CarRental,317605,FALSE,2,9
Expense,Airfare,49452,FALSE,3,6
Expense,CarRental,155881,TRUE,1,4
Expense,Airfare,63552,TRUE,2,6
Expense,Mobile,468078,TRUE,3,8
Expense,Food,382399,FALSE,1,9
Expense,Airfare,186552,FALSE,2,9
Expense,Airfare,430876,TRUE,3,8
Expense,Airfare,297640,TRUE,1,4
Expense,Food,317923,TRUE,2,8
Expense,Airfare,282668,FALSE,3,9
Expense,CarRental,19253,FALSE,1,4
Expense,Mobile,241978,TRUE,2,8
Expense,CarRental,4805,TRUE,3,1
Expense,Airfare,497056,TRUE,1,4
Expense,Airfare,189600,FALSE,2,9
Expense,CarRental,261525,FALSE,3,9
Expense,CarRental,419837,TRUE,1,4
Expense,Airfare,66452,TRUE,2,6
Expense,Mobile,95086,TRUE,3,6
Expense,CarRental,75497,FALSE,1,7
Expense,CarRental,285645,FALSE,2,9
Expense,Airfare,102996,TRUE,3,7
Expense,Airfare,411296,TRUE,1,4
Expense,Airfare,283404,TRUE,2,8
Expense,Airfare,229668,FALSE,3,9
Expense,Airfare,343656,FALSE,1,9
Expense,Food,116607,TRUE,2,7
Expense,CarRental,168709,TRUE,3,8
Expense,Mobile,299622,TRUE,1,4
Expense,Airfare,489444,FALSE,2,9
Expense,CarRental,382401,FALSE,3,9
Expense,CarRental,253657,TRUE,1,4
Expense,Airfare,52148,TRUE,2,6
Expense,Mobile,426394,TRUE,3,8
Expense,Airfare,272080,FALSE,1,9
Expense,Food,308487,FALSE,2,9
Expense,Airfare,392484,TRUE,3,8
Expense,Mobile,65390,TRUE,1,3
Expense,Mobile,266418,TRUE,2,8
Expense,Food,176039,FALSE,3,9
Expense,CarRental,75757,FALSE,1,7
Expense,CarRental,491365,TRUE,2,8
Expense,Mobile,322546,TRUE,3,8
Expense,Food,342755,TRUE,1,4
Expense,Mobile,460090,FALSE,2,9
Expense,CarRental,352713,FALSE,3,9
Expense,Food,212427,TRUE,1,4
Expense,Mobile,106902,TRUE,2,7
Expense,Food,234679,TRUE,3,8
Expense,Mobile,210702,FALSE,1,9
Expense,Airfare,385112,FALSE,2,9
Expense,Mobile,355074,TRUE,3,8
Expense,Airfare,67828,TRUE,1,3
Expense,Food,445903,TRUE,2,8
Expense,Mobile,436226,FALSE,3,9
Expense,Mobile,425534,FALSE,1,9
Expense,Food,192583,TRUE,2,8
Expense,Mobile,24642,TRUE,3,4
Expense,Airfare,376840,TRUE,1,4
Expense,Airfare,74296,FALSE,2,7
Expense,Food,159743,FALSE,3,9
Expense,Food,414119,TRUE,1,4
Expense,Mobile,309634,TRUE,2,8
Expense,Mobile,100850,TRUE,3,7
Expense,CarRental,148037,FALSE,1,8
Expense,Mobile,40170,FALSE,2,6
Expense,Airfare,231104,TRUE,3,8
Expense,CarRental,261897,TRUE,1,4
Expense,Food,286959,TRUE,2,8
Expense,CarRental,319393,FALSE,3,9
Expense,Mobile,329590,FALSE,1,9
Expense,Mobile,415618,TRUE,2,8
Expense,Food,194195,TRUE,3,8
Expense,Mobile,462662,TRUE,1,4
Expense,Airfare,163260,FALSE,2,9
Expense,CarRental,490761,FALSE,3,9
Expense,Airfare,35744,TRUE,1,2
Expense,Mobile,176102,TRUE,2,8
Expense,Airfare,200644,TRUE,3,8
Expense,CarRental,126165,FALSE,1,8
Expense,Food,242023,FALSE,2,9
Expense,Food,100491,TRUE,3,7
Expense,Airfare,234164,TRUE,1,4
Expense,CarRental,493869,TRUE,2,8
Expense,CarRental,487273,FALSE,3,9
Expense,Airfare,296916,FALSE,1,9
Expense,Airfare,208524,TRUE,2,8
Expense,Mobile,317338,TRUE,3,8
Expense,Airfare,123884,TRUE,1,3
Expense,CarRental,436209,FALSE,2,9
Expense,CarRental,352437,FALSE,3,9
Expense,Airfare,932,TRUE,1,0
Expense,CarRental,36273,TRUE,2,5
Expense,Food,244043,TRUE,3,8
Expense,Food,32335,FALSE,1,6
Expense,Food,400947,FALSE,2,9
Expense,Airfare,118532,TRUE,3,7
Expense,Airfare,368616,TRUE,1,4
Expense,Food,497947,TRUE,2,8
Expense,Food,339251,FALSE,3,9
Expense,Mobile,80942,FALSE,1,7
Expense,Mobile,252690,TRUE,2,8
Expense,Food,467883,TRUE,3,8
Expense,Food,209683,TRUE,1,4
Expense,Mobile,258950,FALSE,2,9
Expense,Airfare,381408,FALSE,3,9
Expense,Airfare,412452,TRUE,1,4
Expense,Mobile,490890,TRUE,2,8
Expense,Airfare,423048,TRUE,3,8
Expense,Mobile,194850,FALSE,1,9
Expense,Airfare,256944,FALSE,2,9
Expense,Airfare,3116,TRUE,3,1
Expense,Airfare,240120,TRUE,1,4
Expense,CarRental,469101,TRUE,2,8
Expense,CarRental,356117,FALSE,3,9
Expense,CarRental,224905,FALSE,1,9
Expense,Food,369379,TRUE,2,8
Expense,Mobile,364426,TRUE,3,8
Expense,Food,397979,TRUE,1,4
Expense,Mobile,125594,FALSE,2,8
Expense,Airfare,372540,FALSE,3,9
Expense,Food,98751,TRUE,1,3
Expense,Airfare,240068,TRUE,2,8
Expense,Food,292723,TRUE,3,8
Expense,CarRental,390193,FALSE,1,9
Expense,Food,146927,FALSE,2,8
Expense,CarRental,65893,TRUE,3,6
Expense,CarRental,270793,TRUE,1,4
Expense,Mobile,417614,TRUE,2,8
Expense,Food,146539,FALSE,3,8
Expense,CarRental,290957,FALSE,1,9
Expense,Mobile,165374,TRUE,2,8
Expense,Mobile,231382,TRUE,3,8
Expense,Mobile,59274,TRUE,1,3
Expense,Airfare,346176,FALSE,2,9
Expense,Mobile,278646,FALSE,3,9
Expense,Airfare,328348,TRUE,1,4
Expense,CarRental,288737,TRUE,2,8
Expense,CarRental,337809,TRUE,3,8
Expense,Airfare,109732,FALSE,1,8
Expense,Food,465399,FALSE,2,9
Expense,Airfare,132316,TRUE,3,7
Expense,CarRental,75905,TRUE,1,3
Expense,Airfare,194464,TRUE,2,8
Expense,CarRental,23901,FALSE,3,5
Expense,Food,19711,FALSE,1,4
Expense,Mobile,294794,TRUE,2,8
Expense,Airfare,154700,TRUE,3,8
Expense,Mobile,375270,TRUE,1,4
Expense,Food,277207,FALSE,2,9
Expense,Food,274227,FALSE,3,9
Expense,Food,471647,TRUE,1,4
Expense,Mobile,242038,TRUE,2,8
Expense,Airfare,288556,TRUE,3,8
Expense,CarRental,95865,FALSE,1,7
Expense,Food,71047,FALSE,2,7
Expense,CarRental,18149,TRUE,3,3
Expense,CarRental,333169,TRUE,1,4
Expense,Airfare,149748,TRUE,2,7
Expense,CarRental,365453,FALSE,3,9
Expense,Mobile,218498,FALSE,1,9
Expense,Airfare,70336,TRUE,2,6
Expense,Mobile,180722,TRUE,3,8
Expense,Airfare,439184,TRUE,1,4
Expense,Airfare,142672,FALSE,2,8
Expense,Mobile,296678,FALSE,3,9
Expense,CarRental,408397,TRUE,1,4
Expense,Airfare,244072,TRUE,2,8
Expense,CarRental,428093,TRUE,3,8
Expense,Food,253107,FALSE,1,9
Expense,CarRental,174089,FALSE,2,9
Expense,Airfare,256440,TRUE,3,8
Expense,Food,198035,TRUE,1,4
Expense,CarRental,254629,TRUE,2,8
Expense,Mobile,470974,FALSE,3,9
Expense,Mobile,55110,FALSE,1,7
Expense,CarRental,241329,TRUE,2,8
Expense,CarRental,168509,TRUE,3,8
Expense,Airfare,33088,TRUE,1,2
Expense,Mobile,199022,FALSE,2,9
Expense,Airfare,352644,FALSE,3,9
Expense,Mobile,381782,TRUE,1,4
Expense,Food,404651,TRUE,2,8
Expense,Food,61179,TRUE,3,6
Expense,Food,415331,FALSE,1,9
Expense,Airfare,182516,FALSE,2,9
Expense,Airfare,55592,TRUE,3,6
Expense,Mobile,397486,TRUE,1,4
Expense,Airfare,346980,TRUE,2,8
Expense,Mobile,404346,FALSE,3,9
Expense,CarRental,180497,FALSE,1,9
Expense,Airfare,245096,TRUE,2,8
Expense,Food,89083,TRUE,3,6
Expense,CarRental,306741,TRUE,1,4
Expense,Airfare,332968,FALSE,2,9
Expense,Food,465723,FALSE,3,9
Expense,Food,99291,TRUE,1,3
Expense,Mobile,24502,TRUE,2,4
Expense,Food,300423,TRUE,3,8
Expense,Airfare,114284,FALSE,1,8
Expense,Airfare,246172,FALSE,2,9
Expense,CarRental,217165,TRUE,3,8
Expense,Airfare,337256,TRUE,1,4
Expense,Mobile,62634,TRUE,2,6
Expense,Mobile,154534,FALSE,3,9
Expense,Food,311031,FALSE,1,9
Expense,Mobile,454698,TRUE,2,8
Expense,Mobile,133782,TRUE,3,7
Expense,Mobile,418006,TRUE,1,4
Expense,Mobile,63706,FALSE,2,7
Expense,Food,2939,FALSE,3,2
Expense,Food,393887,TRUE,1,4
Expense,CarRental,66077,TRUE,2,6
Expense,Mobile,74450,TRUE,3,6
Expense,Airfare,476888,FALSE,1,9
Expense,Food,1851,FALSE,2,2
Expense,Airfare,32352,TRUE,3,5
Expense,Mobile,445314,TRUE,1,4
Expense,CarRental,341221,TRUE,2,8
Expense,Airfare,416560,FALSE,3,9
Expense,Mobile,468090,FALSE,1,9
Expense,Food,464851,TRUE,2,8
Expense,CarRental,155153,TRUE,3,8
Expense,CarRental,137533,TRUE,1,3
Expense,Airfare,370684,FALSE,2,9
Expense,Mobile,333174,FALSE,3,9
Expense,Airfare,104760,TRUE,1,3
Expense,Mobile,309406,TRUE,2,8
Expense,CarRental,112893,TRUE,3,7
Expense,Food,58423,FALSE,1,7
Expense,Airfare,287440,FALSE,2,9
Expense,Mobile,183122,TRUE,3,8
Expense,Airfare,102404,TRUE,1,3
Expense,Mobile,322082,TRUE,2,8
Expense,Mobile,249098,FALSE,3,9
Expense,Airfare,167428,FALSE,1,9
Expense,CarRental,221081,TRUE,2,8
Expense,Food,396251,TRUE,3,8
Expense,Mobile,215134,TRUE,1,4
Expense,CarRental,440629,FALSE,2,9
Expense,Airfare,199444,FALSE,3,9
Expense,Airfare,37608,TRUE,1,2
Expense,Food,442355,TRUE,2,8
Expense,CarRental,160781,TRUE,3,8
Expense,Airfare,294216,FALSE,1,9
Expense,Food,56707,FALSE,2,7
Expense,Food,130163,TRUE,3,7
Expense,CarRental,403929,TRUE,1,4
Expense,CarRental,453309,TRUE,2,8
Expense,Airfare,246468,FALSE,3,9
Expense,Food,413015,FALSE,1,9
Expense,Airfare,403784,TRUE,2,8
Expense,Food,382959,TRUE,3,8
Expense,CarRental,401521,TRUE,1,4
Expense,Airfare,231408,FALSE,2,9
Expense,Food,63203,FALSE,3,7
Expense,CarRental,313885,TRUE,1,4
Expense,Food,19015,TRUE,2,3
Expense,Food,192391,TRUE,3,8
Expense,Mobile,81014,FALSE,1,7
Expense,Mobile,175774,FALSE,2,9
Expense,Mobile,492278,TRUE,3,8
Expense,CarRental,339025,TRUE,1,4
Expense,CarRental,391249,TRUE,2,8
Expense,CarRental,180061,FALSE,3,9
Expense,Food,72903,FALSE,1,7
Expense,Mobile,222954,TRUE,2,8
Expense,CarRental,236309,TRUE,3,8
Expense,Food,71699,TRUE,1,3
Expense,Mobile,102950,FALSE,2,8
Expense,CarRental,21625,FALSE,3,5
Expense,Mobile,364522,TRUE,1,4
Expense,Mobile,364822,TRUE,2,8
Expense,Mobile,293306,TRUE,3,8
Expense,CarRental,467469,FALSE,1,9
Expense,CarRental,194893,FALSE,2,9
Expense,Mobile,17346,TRUE,3,3
Expense,Mobile,331810,TRUE,1,4
Expense,Mobile,220950,TRUE,2,8
Expense,Airfare,44892,FALSE,3,6
Expense,CarRental,9353,FALSE,1,3
Expense,Airfare,446960,TRUE,2,8
Expense,Food,52551,TRUE,3,6
Expense,Airfare,293536,TRUE,1,4
Expense,Airfare,364640,FALSE,2,9
Expense,CarRental,132869,FALSE,3,8
Expense,Airfare,483872,TRUE,1,4
Expense,CarRental,438409,TRUE,2,8
Expense,Mobile,124158,TRUE,3,7
Expense,Mobile,311358,FALSE,1,9
Expense,Mobile,446750,FALSE,2,9
Expense,Airfare,345904,TRUE,3,8
Expense,CarRental,428801,TRUE,1,4
Expense,Mobile,211738,TRUE,2,8
Expense,Mobile,64146,FALSE,3,7
Expense,Airfare,290916,FALSE,1,9
Expense,Airfare,52788,TRUE,2,6
Expense,Mobile,460706,TRUE,3,8
Expense,CarRental,21869,TRUE,1,2
Expense,Food,118739,FALSE,2,8
Expense,CarRental,171893,FALSE,3,9
Expense,CarRental,116845,TRUE,1,3
Expense,Mobile,233214,TRUE,2,8
Expense,Mobile,370,TRUE,3,1
Expense,CarRental,413865,FALSE,1,9
Expense,Food,3755,FALSE,2,2
Expense,Food,32927,TRUE,3,5
Expense,Food,266267,TRUE,1,4
Expense,CarRental,75093,TRUE,2,6
Expense,Airfare,21476,FALSE,3,5
Expense,CarRental,349673,FALSE,1,9
Expense,CarRental,23513,TRUE,2,4
Expense,CarRental,459689,TRUE,3,8
Expense,Airfare,195084,TRUE,1,4
Expense,Mobile,364134,FALSE,2,9
Expense,Food,91591,FALSE,3,7
Expense,CarRental,319437,TRUE,1,4
Expense,Mobile,237258,TRUE,2,8
Expense,CarRental,446969,TRUE,3,8
Expense,Food,61639,FALSE,1,7
Expense,Airfare,285252,FALSE,2,9
Expense,Food,202975,TRUE,3,8
Expense,Airfare,426196,TRUE,1,4
Expense,CarRental,207261,TRUE,2,8
Expense,CarRental,235705,FALSE,3,9
Expense,Food,320607,FALSE,1,9
Expense,Mobile,190006,TRUE,2,8
Expense,Airfare,55860,TRUE,3,6
Expense,CarRental,411653,TRUE,1,4
Expense,Food,467071,FALSE,2,9
Expense,Food,81087,FALSE,3,7
Expense,Airfare,347308,TRUE,1,4
Expense,Mobile,466490,TRUE,2,8
Expense,Airfare,19312,TRUE,3,3
Expense,Food,71259,FALSE,1,7
Expense,CarRental,2265,FALSE,2,2
Expense,Food,425227,TRUE,3,8
Expense,Food,145503,TRUE,1,3
Expense,Airfare,24740,TRUE,2,4
Expense,Mobile,437502,FALSE,3,9
Expense,Food,100327,FALSE,1,8
Expense,Airfare,465048,TRUE,2,8
Expense,CarRental,445633,TRUE,3,8
Expense,Airfare,271432,TRUE,1,4
Expense,CarRental,142521,FALSE,2,8
Expense,Food,109287,FALSE,3,8
Expense,Mobile,475554,TRUE,1,4
Expense,Airfare,246824,TRUE,2,8
Expense,Airfare,37444,TRUE,3,5
Expense,Mobile,112618,FALSE,1,8
Expense,CarRental,122213,FALSE,2,8
Expense,Airfare,412972,TRUE,3,8
Expense,CarRental,251037,TRUE,1,4
Expense,Food,346063,TRUE,2,8
Expense,Food,137567,FALSE,3,8
Expense,Food,345399,FALSE,1,9
Expense,Food,151195,TRUE,2,8
Expense,Food,38051,TRUE,3,5
Expense,Airfare,303744,TRUE,1,4
Expense,CarRental,280485,FALSE,2,9
Expense,Mobile,87486,FALSE,3,7
Expense,CarRental,360193,TRUE,1,4
Expense,Mobile,237798,TRUE,2,8
Expense,Food,378839,TRUE,3,8
Expense,Mobile,115246,FALSE,1,8
Expense,Airfare,115260,FALSE,2,8
Expense,Mobile,494682,TRUE,3,8
Expense,CarRental,491165,TRUE,1,4
Expense,Mobile,8634,TRUE,2,2
Expense,Mobile,224130,FALSE,3,9
Expense,CarRental,447917,FALSE,1,9
Expense,Food,66015,TRUE,2,6
Expense,Mobile,72190,TRUE,3,6
Expense,Food,138771,TRUE,1,3
Expense,Food,154267,FALSE,2,9
Expense,Food,136795,FALSE,3,8
Expense,CarRental,208557,TRUE,1,4
Expense,Food,308287,TRUE,2,8
Expense,CarRental,409473,TRUE,3,8
Expense,Food,428219,FALSE,1,9
Expense,Mobile,422638,FALSE,2,9
Expense,CarRental,180273,TRUE,3,8
Expense,Airfare,230856,TRUE,1,4
Expense,CarRental,43029,TRUE,2,5
Expense,Airfare,311900,FALSE,3,9
Expense,Mobile,344970,FALSE,1,9
Expense,Airfare,390812,TRUE,2,8
Expense,CarRental,479857,TRUE,3,8
Expense,CarRental,439969,TRUE,1,4
Expense,Food,343275,FALSE,2,9
Expense,CarRental,183745,FALSE,3,9
Expense,Food,55755,TRUE,1,3
Expense,Food,211427,TRUE,2,8
Expense,Food,455891,TRUE,3,8
Expense,Food,104579,FALSE,1,8
Expense,Mobile,362878,FALSE,2,9
Expense,Food,330067,TRUE,3,8
Expense,Food,71715,TRUE,1,3
Expense,CarRental,4593,TRUE,2,1
Expense,Mobile,132934,FALSE,3,8
Expense,Food,173063,FALSE,1,9
Expense,Mobile,296290,TRUE,2,8
Expense,Airfare,102036,TRUE,3,7
Expense,CarRental,433801,TRUE,1,4
Expense,CarRental,331157,FALSE,2,9
Expense,CarRental,295605,FALSE,3,9
Expense,Mobile,96806,TRUE,1,3
Expense,Airfare,428632,TRUE,2,8
Expense,Food,383183,TRUE,3,8
Expense,Mobile,275942,FALSE,1,9
Expense,CarRental,319341,FALSE,2,9
Expense,Airfare,322996,TRUE,3,8
Expense,Airfare,318292,TRUE,1,4
Expense,Airfare,475800,TRUE,2,8
Expense,Food,368963,FALSE,3,9
Expense,CarRental,130485,FALSE,1,8
Expense,Food,494767,TRUE,2,8
Expense,Airfare,401164,TRUE,3,8
Expense,Food,341743,TRUE,1,4
Expense,Food,81071,FALSE,2,7
Expense,Food,200475,FALSE,3,9
Expense,Food,338899,TRUE,1,4
Expense,CarRental,79641,TRUE,2,6
Expense,CarRental,458265,TRUE,3,8
Expense,Mobile,397858,FALSE,1,9
Expense,Food,356067,FALSE,2,9
Expense,Mobile,94614,TRUE,3,6
Expense,Food,342431,TRUE,1,4
Expense,Food,301279,TRUE,2,8
Expense,Airfare,292624,FALSE,3,9
Expense,Airfare,365732,FALSE,1,9
Expense,Airfare,461228,TRUE,2,8
Expense,Mobile,82202,TRUE,3,6
Expense,CarRental,342185,TRUE,1,4
Expense,CarRental,248381,FALSE,2,9
Expense,Airfare,182388,FALSE,3,9
Expense,Mobile,316454,TRUE,1,4
Expense,Food,28387,TRUE,2,4
Expense,Mobile,138738,TRUE,3,7
Expense,Food,306171,FALSE,1,9
Expense,CarRental,58945,FALSE,2,7
Expense,Airfare,305004,TRUE,3,8
Expense,Airfare,375284,TRUE,1,4
Expense,Food,278107,TRUE,2,8
Expense,Mobile,105466,FALSE,3,8
Expense,CarRental,304625,FALSE,1,9
Expense,Mobile,345926,TRUE,2,8
Expense,CarRental,170425,TRUE,3,8
Expense,CarRental,117021,TRUE,1,3
Expense,CarRental,472009,FALSE,2,9
Expense,Food,272307,FALSE,3,9
Expense,CarRental,46153,TRUE,1,2
Expense,Airfare,266700,TRUE,2,8
Expense,Mobile,134662,TRUE,3,7
Expense,CarRental,205785,FALSE,1,9
Expense,Mobile,357310,FALSE,2,9
Expense,Mobile,359086,TRUE,3,8
Expense,Food,321727,TRUE,1,4
Expense,Mobile,90610,TRUE,2,6
Expense,Food,250487,FALSE,3,9
Expense,Food,246167,FALSE,1,9
Expense,Food,290187,TRUE,2,8
Expense,Food,277923,TRUE,3,8
Expense,Airfare,494604,TRUE,1,4
Expense,Airfare,329192,FALSE,2,9
Expense,CarRental,393321,FALSE,3,9
Expense,Food,136643,TRUE,1,3
Expense,CarRental,478541,TRUE,2,8
Expense,Airfare,100332,TRUE,3,7
Expense,CarRental,491581,FALSE,1,9
Expense,Airfare,406780,FALSE,2,9
Expense,Mobile,314718,TRUE,3,8
Expense,Food,313483,TRUE,1,4
Expense,CarRental,378841,TRUE,2,8
Expense,Food,369991,FALSE,3,9
Expense,Airfare,421540,FALSE,1,9
Expense,Airfare,20716,TRUE,2,4
Expense,Mobile,305310,TRUE,3,8
Expense,Mobile,111234,TRUE,1,3
Expense,Food,413835,FALSE,2,9
Expense,Mobile,126298,FALSE,3,8
Expense,Mobile,178546,TRUE,1,4
Expense,Airfare,58984,TRUE,2,6
Expense,Food,268755,TRUE,3,8
Expense,Food,255999,FALSE,1,9
Expense,CarRental,94361,FALSE,2,7
Expense,Mobile,456306,TRUE,3,8
Expense,Food,31903,TRUE,1,2
Expense,Mobile,21766,TRUE,2,4
Expense,Airfare,350568,FALSE,3,9
Expense,CarRental,120961,FALSE,1,8
Expense,Airfare,214912,TRUE,2,8
Expense,CarRental,108505,TRUE,3,7
Expense,CarRental,395641,TRUE,1,4
Expense,Airfare,150176,FALSE,2,9
Expense,Mobile,201718,FALSE,3,9
Expense,CarRental,16065,TRUE,1,1
Expense,CarRental,113945,TRUE,2,7
Expense,Mobile,27658,TRUE,3,4
Expense,Food,47091,FALSE,1,6
Expense,Mobile,165350,FALSE,2,9
Expense,CarRental,25729,TRUE,3,4
Expense,Mobile,335314,TRUE,1,4
Expense,Mobile,245826,TRUE,2,8
Expense,Airfare,237108,FALSE,3,9
Expense,Food,317871,FALSE,1,9
Expense,Airfare,181048,TRUE,2,8
Expense,Food,188943,TRUE,3,8
Expense,Airfare,143636,TRUE,1,3
Expense,CarRental,56933,FALSE,2,7
Expense,Food,199491,FALSE,3,9
Expense,Food,314067,TRUE,1,4
Expense,CarRental,48405,TRUE,2,5
Expense,CarRental,36797,TRUE,3,5
Expense,Food,130923,FALSE,1,8
Expense,Mobile,425286,FALSE,2,9
Expense,CarRental,126533,TRUE,3,7
Expense,Airfare,61812,TRUE,1,3
Expense,CarRental,40117,TRUE,2,5
Expense,Airfare,188376,FALSE,3,9
Expense,CarRental,219593,FALSE,1,9
Expense,Mobile,347822,TRUE,2,8
Expense,Mobile,220906,TRUE,3,8
Expense,Airfare,138484,TRUE,1,3
Expense,Food,194527,FALSE,2,9
Expense,Airfare,301400,FALSE,3,9
Expense,Mobile,77038,TRUE,1,3
Expense,Airfare,116220,TRUE,2,7
Expense,Food,496979,TRUE,3,8
Expense,Mobile,55182,FALSE,1,7
Expense,Mobile,426726,FALSE,2,9
Expense,CarRental,207397,TRUE,3,8
Expense,Airfare,81736,TRUE,1,3
Expense,Mobile,440498,TRUE,2,8
Expense,Airfare,2620,FALSE,3,2
Expense,Mobile,20146,FALSE,1,5
Expense,Food,268431,TRUE,2,8
Expense,Mobile,451030,TRUE,3,8
Expense,Mobile,329394,TRUE,1,4
Expense,Airfare,330064,FALSE,2,9
Expense,CarRental,206845,FALSE,3,9
Expense,Food,94143,TRUE,1,3
Expense,Food,346287,TRUE,2,8
Expense,Food,265731,TRUE,3,8
Expense,Mobile,287522,FALSE,1,9
Expense,Mobile,252242,FALSE,2,9
Expense,Food,384619,TRUE,3,8
Expense,Airfare,402980,TRUE,1,4
Expense,Mobile,190466,TRUE,2,8
Expense,Mobile,491346,FALSE,3,9
Expense,Airfare,110380,FALSE,1,8
Expense,Airfare,329216,TRUE,2,8
Expense,CarRental,408393,TRUE,3,8
Expense,Airfare,419088,TRUE,1,4
Expense,Food,445459,FALSE,2,9
Expense,Airfare,149236,FALSE,3,8
Expense,Food,104423,TRUE,1,3
Expense,Food,360063,TRUE,2,8
Expense,Mobile,41466,TRUE,3,5
Expense,Mobile,423610,FALSE,1,9
Expense,CarRental,364213,FALSE,2,9
Expense,Airfare,445428,TRUE,3,8
Expense,Food,271651,TRUE,1,4
Expense,CarRental,400821,TRUE,2,8
Expense,CarRental,303889,FALSE,3,9
Expense,CarRental,365601,FALSE,1,9
Expense,Airfare,496576,TRUE,2,8
Expense,Airfare,59752,TRUE,3,6
Expense,CarRental,215749,TRUE,1,4
Expense,Airfare,402944,FALSE,2,9
Expense,Mobile,456154,FALSE,3,9
Expense,Airfare,299844,TRUE,1,4
Expense,CarRental,117117,TRUE,2,7
Expense,Food,69559,TRUE,3,6
Expense,Food,122315,FALSE,1,8
Expense,Mobile,350558,FALSE,2,9
Expense,Airfare,282296,TRUE,3,8
Expense,CarRental,234573,TRUE,1,4
Expense,Airfare,47044,TRUE,2,5
Expense,Mobile,279134,FALSE,3,9
Expense,CarRental,450933,FALSE,1,9
Expense,Airfare,433448,TRUE,2,8
Expense,Food,61675,TRUE,3,6
Expense,Airfare,336676,TRUE,1,4
Expense,Mobile,209702,FALSE,2,9
Expense,Mobile,380298,FALSE,3,9
Expense,Food,402163,TRUE,1,4
Expense,Food,284651,TRUE,2,8
Expense,Food,120919,TRUE,3,7
Expense,Food,3827,FALSE,1,2
Expense,Airfare,423192,FALSE,2,9
Expense,Airfare,73916,TRUE,3,6
Expense,CarRental,432789,TRUE,1,4
Expense,Airfare,8916,TRUE,2,2
Expense,CarRental,166205,FALSE,3,9
Expense,CarRental,283765,FALSE,1,9
Expense,Mobile,387606,TRUE,2,8
Expense,CarRental,471249,TRUE,3,8
Expense,Mobile,487554,TRUE,1,4
Expense,Airfare,79900,FALSE,2,7
Expense,Food,410367,FALSE,3,9
Expense,Mobile,344198,TRUE,1,4
Expense,CarRental,271717,TRUE,2,8
Expense,Mobile,170638,TRUE,3,8
Expense,Airfare,30544,FALSE,1,6
Expense,Airfare,96720,FALSE,2,7
Expense,CarRental,197053,TRUE,3,8
Expense,Mobile,396338,TRUE,1,4
Expense,Mobile,410994,TRUE,2,8
Expense,Food,382119,FALSE,3,9
Expense,CarRental,392085,FALSE,1,9
Expense,Airfare,483496,TRUE,2,8
Expense,Airfare,374128,TRUE,3,8
Expense,Mobile,466226,TRUE,1,4
Expense,Mobile,156470,FALSE,2,9
Expense,Food,52143,FALSE,3,7
Expense,Airfare,203884,TRUE,1,4
Expense,Airfare,327732,TRUE,2,8
Expense,Food,476903,TRUE,3,8
Expense,Food,108099,FALSE,1,8
Expense,Food,269503,FALSE,2,9
Expense,Food,193659,TRUE,3,8
Expense,Mobile,444550,TRUE,1,4
Expense,Mobile,469574,TRUE,2,8
Expense,Airfare,277560,FALSE,3,9
Expense,Airfare,403140,FALSE,1,9
Expense,Food,254127,TRUE,2,8
Expense,Food,291095,TRUE,3,8
Expense,Airfare,491612,TRUE,1,4
Expense,Mobile,442314,FALSE,2,9
Expense,CarRental,413393,FALSE,3,9
Expense,Food,370267,TRUE,1,4
Expense,Mobile,463086,TRUE,2,8
Expense,Food,233427,TRUE,3,8
Expense,Food,67723,FALSE,1,7
Expense,Mobile,325850,FALSE,2,9
Expense,CarRental,427885,TRUE,3,8
Expense,Food,488143,TRUE,1,4
Expense,Airfare,120680,TRUE,2,7
Expense,Airfare,84124,FALSE,3,7
Expense,Airfare,252536,FALSE,1,9
Expense,Food,24583,TRUE,2,4
Expense,Airfare,405416,TRUE,3,8
Expense,Mobile,53114,TRUE,1,3
Expense,Airfare,150348,FALSE,2,9
Expense,Food,188483,FALSE,3,9
Expense,Airfare,298644,TRUE,1,4
Expense,Food,111571,TRUE,2,7
Expense,CarRental,31077,TRUE,3,5
Expense,Airfare,404520,FALSE,1,9
Expense,Airfare,162136,FALSE,2,9
Expense,CarRental,455897,TRUE,3,8
Expense,CarRental,480261,TRUE,1,4
Expense,Mobile,71454,TRUE,2,6
Expense,CarRental,231497,FALSE,3,9
Expense,CarRental,75877,FALSE,1,7
Expense,Mobile,41794,TRUE,2,5
Expense,Food,287671,TRUE,3,8
Expense,Airfare,35304,TRUE,1,2
Expense,CarRental,99929,FALSE,2,7
Expense,Mobile,72710,FALSE,3,7
Expense,CarRental,363301,TRUE,1,4
Expense,CarRental,371553,TRUE,2,8
Expense,Mobile,78214,TRUE,3,6
Expense,Food,111331,FALSE,1,8
Expense,CarRental,105089,FALSE,2,8
Expense,Airfare,201288,TRUE,3,8
Expense,Mobile,298562,TRUE,1,4
Expense,Mobile,182014,TRUE,2,8
Expense,Airfare,8756,FALSE,3,3
Expense,CarRental,235569,FALSE,1,9
Expense,Mobile,285922,TRUE,2,8
Expense,Mobile,261758,TRUE,3,8
